Nummer;Datum;Ort;Name_voll;GND;Wiki;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Jahr;VON/AN;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki_x;text;url;coordinates_wiki_y;place_id
2747;25.04.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1842;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2754;28.06.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1842;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2771;17.09.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1842;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2782;18.12.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1842;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2792;16.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1843;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2801;11.05.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1843;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2837;28.07.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1844;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2853;30.12.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1844;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2875;12.07.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1845;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2878;31.07.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1845;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2883;29.08.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1845;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2885;16.09.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1845;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2903;12.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1846;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2906;10.04.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1846;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2910;04.06.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1846;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2978;06.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1848;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2990;04.06.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1848;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
3022;04.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1849;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
3066;06.04.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1850;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
3085;17.07.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;;Dortmund;Stadt- und Landesbibliothek;1850;AN;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;;;48.85,8.2;lassberg-place-0122
2085;25.09.;Ravensburg;Franz Augustin GÃ¶tz;121144097;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1825;AN;lassberg-correspondent-0093;GÃ¶tz, Franz Augustin;notKnown;1752;-;-;-;47.78305556,9.61138889;;;47.78305556,9.61138889;lassberg-place-0123
2112;24.02.;Ravensburg;Friedrich Gutermann;1157868525;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1826;AN;lassberg-correspondent-0117;Gutermann, Friedrich;notKnown;-;-;1;-;47.78305556,9.61138889;;;47.78305556,9.61138889;lassberg-place-0123
1632;26.01.;Regensburg;Karl Alexander von Thurn und Taxis;104080892;https://de.wikipedia.org/wiki/Karl_Alexander_von_Thurn_und_Taxis;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1809;AN;lassberg-correspondent-0246;Thurn und Taxis, Karl Alexander von;male;1770;-;-;-;49.01666667,12.08333333;;;49.01666667,12.08333333;lassberg-place-0124
2537;14.06.;Regensburg;Karl Widmann;-;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1836;AN;lassberg-correspondent-0267;-;-;-;-;-;-;49.01666667,12.08333333;;;49.01666667,12.08333333;lassberg-place-0124
1633;05.02.;Regensburg;Societas Botanica Ratisbonensis;-;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1809;AN;lassberg-correspondent-0339;-;-;-;-;-;-;49.01666667,12.08333333;;;49.01666667,12.08333333;lassberg-place-0124
1615;08.10.;Reiden;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1807;AN;lassberg-correspondent-0323;-;-;-;-;-;-;47.25,7.96666667;;;47.25,7.96666667;lassberg-place-0125
1648;06.01.;Reiden;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1813;AN;lassberg-correspondent-0323;-;-;-;-;-;-;47.25,7.96666667;;;47.25,7.96666667;lassberg-place-0125
1654;02.06.;Reiden;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1813;AN;lassberg-correspondent-0323;-;-;-;-;-;-;47.25,7.96666667;;;47.25,7.96666667;lassberg-place-0125
1656;05.09.;Reiden;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1813;AN;lassberg-correspondent-0323;-;-;-;-;-;-;47.25,7.96666667;;;47.25,7.96666667;lassberg-place-0125
2794;17.04.;Riegel;Silvester Meyer;-;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1843;AN;lassberg-correspondent-0338;-;-;-;-;-;-;-;;;-;lassberg-place-0126
2511;02.02.;Rom;Carl Johann Greith;100487483;https://de.wikipedia.org/wiki/Carl_Johann_Greith;;Adliswill;Familie Luzzi-Wirth;1835;AN;lassberg-correspondent-0057;Greith, Carl Johann;male;1807;Bischof,Katholischer Theologe,Hochschullehrer;2;-;-;Arthur Brunhart, Eine Freundschaft Ã¼ber den Bodensee. Briefe zwischen Joseph von LaÃŸberg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃ¼r Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 142;https://www.digishelf.de/piresolver?id=bsz408032952;-;lassberg-place-0127
2532;19.03.;Rom;Emil Braun;116415738;https://de.wikipedia.org/wiki/Emil_Braun;;;;1836;AN;lassberg-correspondent-0079;Braun, Emil;male;1809;ArchÃ¤ologe,Bibliothekar,Kunsthistoriker;10;-;-;R. Ehwald, Emil Brauns Briefwechsel mit den BrÃ¼dern Grimm und Joseph von LaÃŸberg. Gotha 1891, S. 146;https://books.google.de/books?id=0sUMAQAAIAAJ;-;lassberg-place-0127
1703;13.12.;Rorschach;Benedikt Maria Augustin Martignoni;-;-;;Luzern;Staatsarchiv;1817;AN;lassberg-correspondent-0040;-;-;-;-;-;-;-;;;-;lassberg-place-0128
1709;24.12.;Rorschach;Benedikt Maria Augustin Martignoni;-;-;;Luzern;Staatsarchiv;1817;AN;lassberg-correspondent-0040;-;-;-;-;-;-;-;;;-;lassberg-place-0128
1760;14.03.;Rorschach;Benedikt Maria Augustin Martignoni;-;-;;Luzern;Staatsarchiv;1818;AN;lassberg-correspondent-0040;-;-;-;-;-;-;-;;;-;lassberg-place-0128
2985;06.05.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1848;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
2989;03.06.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1848;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3001;03.08.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1848;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3014;27.12.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1848;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3020;01.03.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1849;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3026;12.04.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1849;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3032;16.07.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1849;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3054;06.10.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1849;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3061;17.12.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1849;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3065;22.03.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1850;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3073;05.06.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1850;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3093;29.09.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1850;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3102;26.02.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3107;22.04.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3108;29.04.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3116;31.07.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3117;05.08.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3120;02.09.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3122;02.10.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3123;05.10.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3126;27.11.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3129;27.12.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1851;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3130;06.03.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1852;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3140;29.12.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1852;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
3143;14.03.;Rosenberg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1853;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;-;;;-;lassberg-place-0129
2775;29.10.;Rottenburg;Johann Nepomuk Vanotti;117346608;https://de.wikipedia.org/wiki/Johann_Nepomuk_Vanotti;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1842;AN;lassberg-correspondent-0214;Vanotti, Johann Nepomuk von;male;1777;Pfarrer,Historiker,Katholischer Theologe;2;Dr. theol.;-;;;-;lassberg-place-0130
2779;15.11.;Rottenburg;Johann Nepomuk Vanotti;117346608;https://de.wikipedia.org/wiki/Johann_Nepomuk_Vanotti;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1842;AN;lassberg-correspondent-0214;Vanotti, Johann Nepomuk von;male;1777;Pfarrer,Historiker,Katholischer Theologe;2;Dr. theol.;-;;;-;lassberg-place-0130
2780;29.11.;Rottenburg;Johann Nepomuk Vanotti;117346608;https://de.wikipedia.org/wiki/Johann_Nepomuk_Vanotti;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1842;AN;lassberg-correspondent-0214;Vanotti, Johann Nepomuk von;male;1777;Pfarrer,Historiker,Katholischer Theologe;2;Dr. theol.;-;;;-;lassberg-place-0130
2800;10.05.;Rottenburg;Johann Nepomuk Vanotti;117346608;https://de.wikipedia.org/wiki/Johann_Nepomuk_Vanotti;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1843;AN;lassberg-correspondent-0214;Vanotti, Johann Nepomuk von;male;1777;Pfarrer,Historiker,Katholischer Theologe;2;Dr. theol.;-;;;-;lassberg-place-0130
2807;20.07.;Rottenburg;Johann Nepomuk Vanotti;117346608;https://de.wikipedia.org/wiki/Johann_Nepomuk_Vanotti;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1843;AN;lassberg-correspondent-0214;Vanotti, Johann Nepomuk von;male;1777;Pfarrer,Historiker,Katholischer Theologe;2;Dr. theol.;-;;;-;lassberg-place-0130
2877;29.07.;Rottenburg;Johann Nepomuk Vanotti;117346608;https://de.wikipedia.org/wiki/Johann_Nepomuk_Vanotti;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1845;AN;lassberg-correspondent-0214;Vanotti, Johann Nepomuk von;male;1777;Pfarrer,Historiker,Katholischer Theologe;2;Dr. theol.;-;;;-;lassberg-place-0130
2881;10.08.;Rottenburg;Johann Nepomuk Vanotti;117346608;https://de.wikipedia.org/wiki/Johann_Nepomuk_Vanotti;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1845;AN;lassberg-correspondent-0214;Vanotti, Johann Nepomuk von;male;1777;Pfarrer,Historiker,Katholischer Theologe;2;Dr. theol.;-;Karl Siegfried Bader, Lassberg-Studien. In: Montfort 9.2 (1957), S. 127-64, S. 159;https://www.digishelf.de/piresolver?id=bsz278241670;-;lassberg-place-0130
2895;20.12.;Rottenburg;Johann Nepomuk Vanotti;117346608;https://de.wikipedia.org/wiki/Johann_Nepomuk_Vanotti;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1845;AN;lassberg-correspondent-0214;Vanotti, Johann Nepomuk von;male;1777;Pfarrer,Historiker,Katholischer Theologe;2;Dr. theol.;-;;;-;lassberg-place-0130
133;14.10.;SÃ¼ssen;Elisabeth zu FÃ¼rstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1808;VON;lassberg-correspondent-0076;FÃ¼rstenberg, Elisabeth zu;female;1767;-;-;-;-;;;-;lassberg-place-0131
1731;05.02.;SÃ¼ssen;Peter Friedrich Freiherr Aichner von Heppenstein;-;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1818;AN;lassberg-correspondent-0321;-;-;-;-;-;-;-;;;-;lassberg-place-0131
1933;05.01.;Schaffhausen;Franz Hurter;117071056;https://hls-dhs-dss.ch/de/articles/030345/2007-10-30/;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1822;AN;lassberg-correspondent-0099;Hurter, Franz;male;1792;Verleger,Drucker;-;-;-;;;47.7,8.63333333;lassberg-place-0132
1952;14.07.;Schaffhausen;Franz Hurter;117071056;https://hls-dhs-dss.ch/de/articles/030345/2007-10-30/;;Luzern;Staatsarchiv;1822;AN;lassberg-correspondent-0099;Hurter, Franz;male;1792;Verleger,Drucker;-;-;-;;;47.7,8.63333333;lassberg-place-0132
1955;01.08.;Schaffhausen;Franz Hurter;117071056;https://hls-dhs-dss.ch/de/articles/030345/2007-10-30/;;Luzern;Staatsarchiv;1822;AN;lassberg-correspondent-0099;Hurter, Franz;male;1792;Verleger,Drucker;-;-;-;;;47.7,8.63333333;lassberg-place-0132
1958;14.08.;Schaffhausen;Franz Hurter;117071056;https://hls-dhs-dss.ch/de/articles/030345/2007-10-30/;;Luzern;Staatsarchiv;1822;AN;lassberg-correspondent-0099;Hurter, Franz;male;1792;Verleger,Drucker;-;-;-;;;47.7,8.63333333;lassberg-place-0132
1959;27.08.;Schaffhausen;Franz Hurter;117071056;https://hls-dhs-dss.ch/de/articles/030345/2007-10-30/;;Luzern;Staatsarchiv;1822;AN;lassberg-correspondent-0099;Hurter, Franz;male;1792;Verleger,Drucker;-;-;-;;;47.7,8.63333333;lassberg-place-0132
2356;03.04.;Schaffhausen;Hurter, Friedrich von;118708244;https://de.wikipedia.org/wiki/Friedrich_Emanuel_von_Hurter;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1831;AN;lassberg-correspondent-0167;Hurter, Friedrich von;male;1787;Historiker,Theologe;20;-;-;;;47.7,8.63333333;lassberg-place-0132
2685;14.03.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1840;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2719;10.08.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1841;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2727;12.12.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1841;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2733;08.02.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2734;13.02.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2735;17.02.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Karlsruhe;Badische Landesbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2739;26.02.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2745;19.04.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2767;28.08.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
2774;22.10.;Schaffhausen;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;-;;;47.7,8.63333333;lassberg-place-0132
