Nummer|Datum|Ort|Name_voll|GND|Wiki|Journalnummer|Aufbewahrungsort|Aufbewahrungsinstitution|Jahr|VON/AN|person_id|name_gnd|gender_gnd|birth_gnd|occupations_gnd|publications_gnd|degrees_gnd|coordinates_wiki|text|url|place_id|date|letter_text|status_letter_text
2627|25.06.|Weisbad|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1838|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|-|||lassberg-place-0158|1838-06-25||
2628|30.06.|Leutstetten|Ludwig Kraft Ernst Karl Fürst zu Oettingen-Oettingen und Oettingen-Wallerstein|118589555|https://de.wikipedia.org/wiki/Ludwig_(Oettingen-Wallerstein)||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1838|AN|lassberg-correspondent-0285|Oettingen-Wallerstein, Ludwig zu|male|1791|Kunstsammler,Minister,Politiker,Regierungspräsident|6|-|-|||lassberg-place-0089|1838-06-30||
2629|30.06.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1838|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 143|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1838-06-30||
2630|05.07.|Bern|Achille Jubinal|117212997|https://de.wikipedia.org/wiki/Achille_Jubinal||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1838|AN|lassberg-correspondent-0001|Jubinal, Achille|male|1810|Romanist,Mediävist,Politiker,Schriftsteller,Literarhistoriker|10|-|46.94805556,7.4475|||lassberg-place-0020|1838-07-05||
2631|05.07.|Eppishausen|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1838|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|48.16666667,10.51666667|||lassberg-place-0043|1838-07-05||
2632|08.07.|Koblenz|Christian Wilhelm Sixt von Armin|117662585|https://lobid.org/gnd/117662585||Weimar|Goethe- und Schillerarchiv|1838|AN|lassberg-correspondent-0066|Armin, Christian Wilhelm Sixt von|male|1784|Diplomat|-|-|50.35972222,7.59777778|||lassberg-place-0081|1838-07-08||
2633|21.07.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1838|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1838-07-21||
2634|21.07.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1838|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 144|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1838-07-21|Hochverehrtester Herr Baron! Vor allem meinen aufrichtigen Dank für die Mittheilung der Preisnote der Tscheppischen Bücher. Ich finde die Preise so billig angesetzt, daß ich kein Bedenken trage, alle meine bezeichneten Nummern zu übernehmen; denn nicht so bald dürfte eine Gelegenheit sich darbieten, zu diesen Werken zu gelangen. Und wenn ich auch jetzt im Augenblicke nicht Gebrauch davon machen kann, so hoffe ich auf eine Zeit, die mir mehr Muße geben wird, und in welcher ich, durch administrative Geschäfte mit Erfahrungen bereichert, auch im Felde der Geschichte mit schärferem Sinne und beßerem Takte arbeiten könne. Bei einem Besuche werde ich also die Bücher zusammen packen und zugleich den Geldwerth zu Ihren Handen stellen. Einzig in Beziehung auf Bucelin behalte ich mir noch eine Vergleichung vor. Ich besitze nämlich die 3 ersten Bände, von denen der dritte als partis secundae pars tertia bezeichnet ist, in der ersten Hälfte die genealogia der comm. Barbiens. — Zollicofer, in der zweiten paginirten Hälfte die Ahnen des Ern. Bogislaus dux de Croy et Arschott. comes de Turri abhandelt. Sollte diese zweite Hälfte etwa als vierter Theil bezeichnet werden? Doch kaum. Der zweite Band meiner Ausgabe trägt die Jahrzahl 1662, der dritte keine Jahrzahl. Daß es in Ihrem Gemüthe immer noch dunkel sei, das begreife ich. Ach, der Schmerz über Ihren großen Verlust wird noch lange in Ihrer Seele haften! Denn Ihr Herr Sohn war Ihnen ja nicht blos Sohn, sondern Freund, Mitarbeiter in der Wissenschaft; er war ein edler Mensch, ein thätiger, umsichtiger Staatsmann. Welche Freude für einen Vater, ein solcher Sohn! Und welch' ein Schmerz, ihn zu verlieren! Centnerschweren Sinn legt eine solche Erfahrung in die Worte: Cum semel occideris et de te splendida Minos Fecerit arbitria  Non Torquate genus, non te facundia, non te  Restituet pietas. Und doch schätze ich den Mann glücklich, der im kräftigen Mannesalter sterben und vor dem Siechthum langer Krankheit aus der Welt gehen kann. Wenn ich an meinen hochverehrten Freund Kesselring denke, an seine Wissenschaft, an seine Rechtlichkeit, an seinen Feuereifer, in unserm an Intelligenzen so armen Kantone Gutes zu wirken, und an seine nun zwei Jahre schon andauernde schmerzhafte Ohn macht, die ihn verurtheilt, mitten in den äußerlich günstigsten Verhältnissen gleichsam bei lebendigem Leibe zu verwesen, so traure ich mehr, daß er noch lebt, als daß er voraussichtlich bald sterben muß. Aber was läßt sich den Fügungen des Himmels entgegen setzen als Ergebung und Beharrlichkeit und die gläubige Zuversicht, daß dieser Zeit Leiden nicht werth seien der Herrlichkeit, die an uns geoffenbaret werden soll? Durate et vosmet rebus servate secundis. Auch Ihnen werden in diesem Leben noch manche Lebensfreuden erblühen. Ihre Zwillingsmädchen sind so liebliche Röschen, ein Geschenk der Vorsehung, Ihnen die Dornen vergessen zu machen, die Ihren Pfad umlagern und Ihren Fuß zerreißen. Gott erhalte die guten Kinder ferner gesund, daß ihre harmlose Fröhlichkeit täglich einem neuen Jugendgarten um Sie hervorzaubern, in dessen farbigem Glanze selbst die Herbst- und Wintersonne sich frisch verkläre! Gott mit Ihnen, mein hochverehrter, väterlicher Freund! Das Gefühl der Liebe und Dankbarkeit gegen Sie wird nie erlöschen in dem Herzen Ihres treu ergebenen Diac. Pupikofer. Bischofzell, 21. Juli 1838.|to_be_processed
2635|21.07.|Lostorf|Wilhelm Wackernagel|118805851|https://de.wikipedia.org/wiki/Wilhelm_Wackernagel||Basel|Staatsarchiv des Kantons Basel-Stadt|1838|AN|lassberg-correspondent-0367|Wackernagel, Wilhelm|male|1806|Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller|9|Prof.|47.38333333,7.95|||lassberg-place-0092|1838-07-21||
2636|28.07.|Trogen (Appenzell Ausserrhoden)|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger||Winterthur|Stadtbibliothek|1838|AN|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|-|Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 17|https://books.google.de/books?id=KIHHQBvr1nkC|lassberg-place-0150|1838-07-28||
2637|29.07.|Basel|Wilhelm Wackernagel|118805851|https://de.wikipedia.org/wiki/Wilhelm_Wackernagel||Basel|Staatsarchiv des Kantons Basel-Stadt|1838|AN|lassberg-correspondent-0367|Wackernagel, Wilhelm|male|1806|Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller|9|Prof.|47.55472222,7.59055556|||lassberg-place-0019|1838-07-29||
2638|31.07.|Krauchenwies|Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen|116957433|https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen)||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1838|AN|lassberg-correspondent-0248|Karl, Hohenzollern-Sigmaringen, Fürst|male|1785|-|-|-|48.01694444,9.25027778|||lassberg-place-0083|1838-07-31||
2639|21.08.|Kassel|Jacob Grimm|118542257|https://de.wikipedia.org/wiki/Jacob_Grimm||||1838|AN|lassberg-correspondent-0170|Grimm, Jacob|male|1785|Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer|6|Prof.|51.3158,9.4979|Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 382|https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf|lassberg-place-0075|1838-08-21||
2640|26.08.|Inzigkofen|Amalie Zephyrine von Salm-Kyrburg|130489670|https://de.wikipedia.org/wiki/Amalie_Zephyrine_von_Salm-Kyrburg||Karlsruhe|Badische Landesbibliothek|1838|AN|lassberg-correspondent-0012|Amalie Zephyrine, Hohenzollern-Sigmaringen, Fürstin|female|1760|-|-|-|48.07166667,9.17555556|||lassberg-place-0071|1838-08-26||
2641|26.08.|Gomaringen|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Marbach am Neckar|Schiller Nationalmuseum|1838|AN|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|48.452,9.1|||lassberg-place-0055|1838-08-26||
2642|03.09.|Tübingen|August Ludwig Reyscher|11874478X|https://de.wikipedia.org/wiki/August_Ludwig_Reyscher||Marbach am Neckar|Schiller Nationalmuseum|1838|AN|lassberg-correspondent-0025|Reyscher, August Ludwig|male|1802|Politiker,Jurist|11|-|48.52,9.05555556|||lassberg-place-0148|1838-09-03||
2643|05.09.|Krauchenwies|Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen|116957433|https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen)||Karlsruhe|Badische Landesbibliothek|1838|AN|lassberg-correspondent-0248|Karl, Hohenzollern-Sigmaringen, Fürst|male|1785|-|-|-|48.01694444,9.25027778|||lassberg-place-0083|1838-09-05||
2644|08.09.|Krauchenwies|Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen|116957433|https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen)||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1838|AN|lassberg-correspondent-0248|Karl, Hohenzollern-Sigmaringen, Fürst|male|1785|-|-|-|48.01694444,9.25027778|||lassberg-place-0083|1838-09-08||
2645|08.09.|Krauchenwies|Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen|116957433|https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen)||Karlsruhe|Badische Landesbibliothek|1838|AN|lassberg-correspondent-0248|Karl, Hohenzollern-Sigmaringen, Fürst|male|1785|-|-|-|48.01694444,9.25027778|||lassberg-place-0083|1838-09-08||
2646|9.|Unbekannt|August Ludwig Reyscher|11874478X|https://de.wikipedia.org/wiki/August_Ludwig_Reyscher||Stuttgart|Württembergische Landesbibliothek|1838|AN|lassberg-correspondent-0025|Reyscher, August Ludwig|male|1802|Politiker,Jurist|11|-|-|||lassberg-place-0152|||
2647|17.09.|Unbekannt|Joseph Görres|11854019X|https://de.wikipedia.org/wiki/Joseph_G%C3%B6rres||Dortmund|Stadt- und Landesbibliothek|1838|AN|lassberg-correspondent-0231|Görres, Joseph von|male|1776|Historiker,Publizist|10|Prof.|-|||lassberg-place-0152|1838-09-17||
2648|30.09.|Weinburg|Karl Anton Joachim Zephyrinus Friedrich Meinrad von Hohenzollern|131601598|https://de.wikipedia.org/wiki/Karl_Anton_(Hohenzollern)||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1838|AN|lassberg-correspondent-0249|Hohenzollern-Sigmaringen, Karl Anton, Fürst von|male|1811|Politiker,Jurist|-|-|48.1,15.53333333|||lassberg-place-0156|1838-09-30||
2649|30.09.|Unbekannt|Markus Fidelis Jäck|104082232|https://www.deutsche-biographie.de/sfz36731.html||Karlsruhe|Badische Landesbibliothek|1838|AN|lassberg-correspondent-0298|Jäck, Markus Fidelis|male|1768|Katholischer Theologe,Domkapitular,Priester|-|-|-|||lassberg-place-0152|1838-09-30||
2650|06.10.|Basel|Wilhelm Wackernagel|118805851|https://de.wikipedia.org/wiki/Wilhelm_Wackernagel||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1838|AN|lassberg-correspondent-0367|Wackernagel, Wilhelm|male|1806|Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller|9|Prof.|47.55472222,7.59055556|||lassberg-place-0019|1838-10-06||
2651|06.12.|Pest|Johann Mailáth|116688912|https://de.wikipedia.org/wiki/Johann_Mail%C3%A1th||||1838|AN|lassberg-correspondent-0208|Mailáth, Johann|male|1786|Schriftsteller,Historiker,Übersetzer|18|-|-|Julius von Parkas, Graf Johann Mailath und Joseph Freiherr von Lassberg. In: Ungarische Jahrbücher 10 (1930), S. 211-29, S. 227|https://resolver.sub.uni-goettingen.de/purl?PPN862436583_0010|lassberg-place-0114|1838-12-06||
2652|22.12.|Meersburg|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1838|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|47.7,9.26666667|||lassberg-place-0101|1838-12-22||
2653|22.12.|Pest|Johann Mailáth|116688912|https://de.wikipedia.org/wiki/Johann_Mail%C3%A1th||||1838|AN|lassberg-correspondent-0208|Mailáth, Johann|male|1786|Schriftsteller,Historiker,Übersetzer|18|-|-|Julius von Parkas, Graf Johann Mailath und Joseph Freiherr von Lassberg. In: Ungarische Jahrbücher 10 (1930), S. 211-29, S. 229|https://resolver.sub.uni-goettingen.de/purl?PPN862436583_0010|lassberg-place-0114|1838-12-22||
2654|06.01.|Rastatt|Franz Karl Grieshaber|102502684|https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber||Dortmund|Stadt- und Landesbibliothek|1839|AN|lassberg-correspondent-0105|Grieshaber, Franz Karl|male|1798|Katholischer Theologe,Philologe,Priester,Gymnasiallehrer|-|Dr.|48.85,8.2|||lassberg-place-0122|1839-01-06||
2655|06.01.|Rastatt|Franz Karl Grieshaber|102502684|https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber||Freiburg i.Br.|Universitätsbibliothek|1839|AN|lassberg-correspondent-0105|Grieshaber, Franz Karl|male|1798|Katholischer Theologe,Philologe,Priester,Gymnasiallehrer|-|Dr.|48.85,8.2|||lassberg-place-0122|1839-01-06||
2656|26.01.|Stuttgart|Carl Gustav Abel|116001410|-||Marbach am Neckar|Schiller Nationalmuseum|1839|AN|lassberg-correspondent-0054|Abel, Gustav|male|1798|-|-|-|48.7775,9.18|||lassberg-place-0147|1839-01-26||
2657|20.02.|Unbekannt|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Marbach am Neckar|Schiller Nationalmuseum|1839|AN|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|-|||lassberg-place-0152|1839-02-20||
2658|28.02.|Trogen (Appenzell Ausserrhoden)|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger||Winterthur|Stadtbibliothek|1839|AN|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|-|||lassberg-place-0150|1839-02-28||
2659|29.03.|Trogen (Appenzell Ausserrhoden)|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger||Winterthur|Stadtbibliothek|1839|AN|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|-|Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 171|https://books.google.de/books?id=KIHHQBvr1nkC|lassberg-place-0150|1839-03-29||
2660|09.04.|Koblenz|Christian Wilhelm Sixt von Armin|117662585|https://lobid.org/gnd/117662585||Weimar|Goethe- und Schillerarchiv|1839|AN|lassberg-correspondent-0066|Armin, Christian Wilhelm Sixt von|male|1784|Diplomat|-|-|50.35972222,7.59777778|||lassberg-place-0081|1839-04-09||
2661|17.04.|Zürich|Albert Lucian Constans Schott|11692313X|https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler)||Marbach am Neckar|Schiller Nationalmuseum|1839|AN|lassberg-correspondent-0005|Schott, Albert|male|1809|Historiker,Linguist,Gymnasiallehrer|6|-|47.37444444,8.54111111|||lassberg-place-0166|1839-04-17||
2662|28.04.|Tübingen|August Ludwig Reyscher|11874478X|https://de.wikipedia.org/wiki/August_Ludwig_Reyscher||Marbach am Neckar|Schiller Nationalmuseum|1839|AN|lassberg-correspondent-0025|Reyscher, August Ludwig|male|1802|Politiker,Jurist|11|-|48.52,9.05555556|||lassberg-place-0148|1839-04-28||
2663|23.06.|Steinegg|Bernhard Zeerleder|116968095|https://de.wikipedia.org/wiki/Bernhard_Zeerleder||Bern|Burgerbibliothek|1839|AN|lassberg-correspondent-0043|Zeerleder, Bernhard von|male|1788|Politiker|-|-|-|||lassberg-place-0145|1839-06-23||
2664|12.07.|St. Gallen|Carl Johann Greith|100487483|https://de.wikipedia.org/wiki/Carl_Johann_Greith||Adliswill|Familie Luzzi-Wirth|1839|AN|lassberg-correspondent-0057|Greith, Carl Johann|male|1807|Bischof,Katholischer Theologe,Hochschullehrer|2|-|47.42416667,9.37083333|Arthur Brunhart, Eine Freundschaft über den Bodensee. Briefe zwischen Joseph von Laßberg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins für Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 162|https://www.digishelf.de/piresolver?id=bsz408032952|lassberg-place-0141|1839-07-12||
2665|22.07.|Gomaringen|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Marbach am Neckar|Schiller Nationalmuseum|1839|AN|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|48.452,9.1|||lassberg-place-0055|1839-07-22||
2666|25.07.|Dornbirn|Joseph Pius Moosbrugger|1031971246|-||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1839|AN|lassberg-correspondent-0235|Moosbrugger, Joseph Pius|notKnown|-|Pfarrer|-|-|47.41388889,9.74444444|Karl Siegfried Bader, Lassberg-Studien. In: Montfort 9.2 (1957), S. 127-64, S. 155|https://www.digishelf.de/piresolver?id=bsz278241670|lassberg-place-0038|1839-07-25||
2667|01.08.|Meersburg|Jenny von Droste zu Hülshoff|118527541|https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff||Stapel bei Havixbeck|Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff|1839|AN|lassberg-correspondent-0176|Laßberg, Jenny von|female|1795|-|-|-|47.7,9.26666667|||lassberg-place-0101|1839-08-01||
2668|12.09.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1839|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 145|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1839-09-12|Mein hochverehrtester Herr und Freund! Ungeachtet die Nachricht von dem Ihrem Hause wiederfahrnen Heile von Ihnen für falsch erklärt worden ist, freue ich mich derselben dennoch, weil Sie von Ihnen so günstig gedeutet worden. Ich überlasse mich der Zuversicht, daß darin etwas prophetisches liege. Dagegen hat die Zürchersche Revolution in die Hoffnung, Sie am 17. Sept. in Frauenfeld zu sehen, einen Strich gezogen. Aus Furcht, die Zahl der Besuchenden möchte klein, der Reiz, durch politische Erörterungen zu zerfallen, groß werden, hat die Direktions Kommission beschlossen, die Versammlung zu verschieben, wie Sie das wahrscheinlich in der Thurg. Zeitung schon gelesen haben, wovon ich Ihnen aber doch, der größern Sicherheit wegen, noch besondere Nachricht zu geben, nicht unterlassen wollte. Ihre Aufträge an Herrn Dr. Scherb habe ich treulich ausgerichtet. Sie werden ohne Zweifel bald den gewünschten Besuch bekommen. Herr von Muralt hat den Kalk auf künftigen Montag disponibel zu machen versprochen. Ich warte täglich auf die Utwyler Fuhrleute, um mit denselben den Lieferungs-Kontrakt abzuschließen. Indessen glaubt Herr Muralt, es möchte die Jahreszeit bereits zu spät sein, den Kalkguß noch zu fertigen; denn wenn er nicht ganz austrocknen könne, so halte er nicht. Daher habe er Herrn Landammann Zellweger in Trogen diesen Herbst noch einen Kalkguß fertigen zu lassen, abgerathen. Herr von Imhof erwartet seinen Herrn Bruder erst in einigen Wochen, da er gegenwärtig im Hessenlande bei der Fräulein Imhof sei. An Ihrem Urkundenschatze hätte ich gerne auch Theil genommen; allein es liegt jetzt mehr als der Hummelberg zwischen Ihnen und mir. Doch tröste ich mich mit der Hoffnung, daß Sie vorkommende Brosamen der Thurgoja aufbewahren werden. Ich bin noch nie von Ihnen weggegangen, ohne durch Ihren Überfluß bereichert worden zu sein. In meinem Hause genießt alles der besten Gesundheit. Dasselbe setze ich bei Ihnen voraus, und wenn die Gebete und Wünsche eines Akatholiken vom Himmel berücksichtigt werden, so glauben Sie nur, daß Sie und die lieben Ihrigen etwas von Ihrem allseitigen Wohlbefinden auch uns verdanken. Mit steter Freundschaft und Verehrung bleibt Ihnen ergeben Ihr Diac. Pupikofer. Bischofzell, 12. Sept. 1839.|to_be_processed
2669|26.09.|Bischofszell|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Frauenfeld|Thurgauische Kantonsbibliothek|1839|AN|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|47.5,9.23333333|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 145|https://books.google.de/books?id=XWY5AAAAMAAJ|lassberg-place-0025|1839-09-26|Bischofzell, 26. Sept. 1839. Mein hochverehrtester Herr Baron! Soeben von Frauenfeld zurückgekehrt, vernehme ich, daß Herr von Muralt Ihnen die 10 Fässer Kalk über Konstanz übermacht und Ihnen zugleich zu dem Dienste sich bereit erklärt habe, Ihnen einen mit der Verfertigung der Kalkgüsse vertrauten Mann zu senden; es liege ihm nämlich daran, daß die Arbeit gelinge, und so wäre es ihm selbst lieb, dieselbe durch technische Kunstfertigkeit gesichert zu wissen. Sie mögen also gefälligst disponiren, und Ihre Befehle entweder mittelbar durch mich oder unmittelbar an Herrn von Muralt ertheilen. Zu näherer Aufklärung über die Spedition des Kalkes muß ich indessen nachtragen, daß ich zwar mit den Utwyler Fuhrleuten unterhandelte, aber von einem Tage zum andern aufgezögert wurde, und daher zuletzt nichts besseres zu thun wußte, als Herrn v. M. selbst die Spedition zu übertragen, in der Meinung, daß, wenn Sie vielleicht auch 15 xr mehr Gebühr für das Faß zahlen, dies weniger wichtig sei als eine Verzögerung bis zum Frühjahre. Auch glaubt Herr v. M., da der Kalkguß überdeckt werde mit Erde, so sei keine Bedenklichkeit, denselben diesen Herbst noch zu fertigen. Etwas anderes wäre, wenn er der freien Luft über den Winter ausgesetzt wäre. Dies wissen Sie freilich schon längst; allein als gewissenhafter Diener berichte ich alles, was Sache gehört. General Imhof ist seit 10 Tagen in Hauptwyl, und unser lieber Imhof hat seine letzte Willenserklärung nach seinem Beirathe unterzeichnen lassen. Es war mir bei dem Akte ganz wehmüthig; aber Imhof selbst blieb so ruhig, wie er immer ist, im Gegentheile, er schien freudig in dem Bewußtsein, einmal mit der Welt abgeschlossen zu haben. Das wird ihn aber nicht hindern, seinen Bruder über den See zu Ihnen zu geleiten. Noch weiß ich indessen den Tag nicht. Da wir aber auf morgen Abend zu einem Abendessen mit Herrn Scherbs nach Hauptwyl eingeladen sind, so schließe ich daraus, daß die Abreise nahe sei, und daß Sie der Ankunft der lieben Gäste im Anfange der künftigen Woche entgegensehen dürfen. Ich würde sie gerne begleiten; aber Amtsgeschäfte machen Dienstag bis Freitag meine Anwesenheit in hier unerläßlich, und ob ich bei Gelegenheit des Seminar Examens in Kreuzlingen am 14. oder 21. Oct. und den darauf folgenden Tagen zu Ihnen hinüberschwimmen könne, ist sehr zweifelhaft. Gebundene schwimmen schlecht, selbst wenn sie die Hexerei verstehen. Soll ich Ihnen noch etwas von der Politik schreiben und von der Regierungs Liederlichkeit und dem heiligen Eifer des Unverstandes der Volks Souveränität? O nein! Taciti deploremus vanitatem. Gott befohlen seien Sie mit Ihrer Frau Gemahlin und  Ihren lieblichen Kindern; das ungesehene mit eingeschlossen!  Mit der innigsten Verehrung bleiben Ihre Bischofzellischen  Freunde Ihnen zugethan, besonders Ihr Pupikofer.|to_be_processed
2670|26.09.|Gomaringen|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Marbach am Neckar|Schiller Nationalmuseum|1839|AN|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|48.452,9.1|||lassberg-place-0055|1839-09-26||
2671|10.|Unbekannt|Ludwig Uhland|118625063|https://de.wikipedia.org/wiki/Ludwig_Uhland||Marbach am Neckar|Schiller Nationalmuseum|1839|AN|lassberg-correspondent-0288|Uhland, Ludwig|male|1787|Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller|8|Dr.|-|Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 24|https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1|lassberg-place-0152|||
2672|27.10.|Stein|Melchior Kirchhofer|118842528|https://de.wikipedia.org/wiki/Melchior_Kirchhofer||Freiburg i.Br.|Universitätsbibliothek|1839|AN|lassberg-correspondent-0307|Kirchhofer, Melchior|male|1775|Pfarrer,Evangelischer Theologe,Kirchenhistoriker|8|-|-|||lassberg-place-0144|1839-10-27||
