ID;Nummer_Harris;Ort;Name;GND;Wiki;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Jahr;VON/AN;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki;text;url;place_id;Datum;letter_text;status_letter_text;summary_en;persons_mentioned;topics_mentioned;normalized_text
lassberg-letter-2640;1308;Meersburg;Ferdinand Keller;100732917;https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher);190;Zürich;Landesmuseum;1846;VON;lassberg-correspondent-0087;Keller, Ferdinand;male;1800;Archäologe,Prähistoriker;10;Dr. phil. h.c.;47.7,9.26666667;Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 279;-;lassberg-place-0101;1846-11-21;;;;;;
lassberg-letter-2641;2931;Stuttgart;Christoph Friedrich von Stälin;117202797;https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin;;Marbach am Neckar;Schiller Nationalmuseum;1846;AN;lassberg-correspondent-0067;Stälin, Christoph Friedrich von;male;1805;Historiker,Bibliothekar;3;-;48.7775,9.18;;;lassberg-place-0147;1846-11-23;;;;;;
lassberg-letter-2642;1309;Meersburg;Christoph Friedrich von Stälin;117202797;https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin;192;Stuttgart;Württembergische Landesbibliothek;1846;VON;lassberg-correspondent-0067;Stälin, Christoph Friedrich von;male;1805;Historiker,Bibliothekar;3;-;47.7,9.26666667;;;lassberg-place-0101;1846-11-28;;;;;;
lassberg-letter-2643;2932;Unbekannt;Ferdinand Keller;100732917;https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher);;Bern;Burgerbibliothek;1846;AN;lassberg-correspondent-0087;Keller, Ferdinand;male;1800;Archäologe,Prähistoriker;10;Dr. phil. h.c.;-;;;lassberg-place-0152;1846-12-01;;;;;;
lassberg-letter-2644;2933;Koblenz;Christian Wilhelm Sixt von Armin;117662585;https://lobid.org/gnd/117662585;;Weimar;Goethe- und Schillerarchiv;1846;AN;lassberg-correspondent-0066;Armin, Christian Wilhelm Sixt von;male;1784;Diplomat;-;-;50.35972222,7.59777778;;;lassberg-place-0081;1846-12-03;;;;;;
lassberg-letter-2645;1310;Meersburg;Ludwig Schmid;117502189;https://de.wikipedia.org/wiki/Ludwig_Schmid_(Historiker);196;Stuttgart;Württembergische Landesbibliothek;1846;VON;lassberg-correspondent-0286;Schmid, Ludwig;male;1811;Historiker,Lehrer;10;-;47.7,9.26666667;;;lassberg-place-0101;1846-12-04;;;;;;
lassberg-letter-2646;2934;London;Bernhard Zeerleder;116968095;https://de.wikipedia.org/wiki/Bernhard_Zeerleder;;Bern;Burgerbibliothek;1846;AN;lassberg-correspondent-0043;Zeerleder, Bernhard von;male;1788;Politiker;-;-;51.50722222,-0.1275;;;lassberg-place-0091;1846-12-04;;;;;;
lassberg-letter-2647;2935;Karlsruhe;Karl Leopold I. Friedrich von Baden;118965123;https://de.wikipedia.org/wiki/Leopold_(Baden);;Zürich;Landesmuseum;1846;AN;lassberg-correspondent-0261;Leopold I., Baden, Großherzog;male;1790;-;-;-;49.0092097,8.4039514;Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 283;-;lassberg-place-0074;1846-12-21;;;;;;
lassberg-letter-2648;2936;Karlsruhe;Karl Leopold I. Friedrich von Baden;118965123;https://de.wikipedia.org/wiki/Leopold_(Baden);;Bern;Burgerbibliothek;1846;AN;lassberg-correspondent-0261;Leopold I., Baden, Großherzog;male;1790;-;-;-;49.0092097,8.4039514;;;lassberg-place-0074;1846-12-21;;;;;;
lassberg-letter-2649;2937;Paris;Bernhard Zeerleder;116968095;https://de.wikipedia.org/wiki/Bernhard_Zeerleder;;Bern;Burgerbibliothek;1846;AN;lassberg-correspondent-0043;Zeerleder, Bernhard von;male;1788;Politiker;-;-;48.85666667,2.35222222;;;lassberg-place-0113;1846-12-25;;;;;;
lassberg-letter-2650;1311;Meersburg;Ferdinand Keller;100732917;https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher);207;Zürich;Landesmuseum;1846;VON;lassberg-correspondent-0087;Keller, Ferdinand;male;1800;Archäologe,Prähistoriker;10;Dr. phil. h.c.;47.7,9.26666667;Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 281;-;lassberg-place-0101;1846-12-26;;;;;;
lassberg-letter-2651;2938;Zürich;Ferdinand Keller;100732917;https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher);;Bern;Burgerbibliothek;1846;AN;lassberg-correspondent-0087;Keller, Ferdinand;male;1800;Archäologe,Prähistoriker;10;Dr. phil. h.c.;47.37444444,8.54111111;;;lassberg-place-0166;1846-12-31;;;;;;
lassberg-letter-2652;2939;Stuttgart;Christoph Friedrich von Stälin;117202797;https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin;;Marbach am Neckar;Schiller Nationalmuseum;1847;AN;lassberg-correspondent-0067;Stälin, Christoph Friedrich von;male;1805;Historiker,Bibliothekar;3;-;48.7775,9.18;;;lassberg-place-0147;1847-01-04;;;;;;
lassberg-letter-2653;2940;Zeil;Constantin von Waldburg-Zeil;119393646;https://de.wikipedia.org/wiki/Constantin_von_Waldburg-Zeil;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;AN;lassberg-correspondent-0070;Waldburg-Zeil-Trauchburg, Konstantin von;male;1807;-;-;-;50.11444444,8.68361111;;;lassberg-place-0167;1847-01-05;;;;;;
lassberg-letter-2654;2941;Steinegg;Bernhard Zeerleder;116968095;https://de.wikipedia.org/wiki/Bernhard_Zeerleder;;Bern;Burgerbibliothek;1847;AN;lassberg-correspondent-0043;Zeerleder, Bernhard von;male;1788;Politiker;-;-;-;;;lassberg-place-0145;1847-01-10;;;;;;
lassberg-letter-2655;1312;Meersburg;Christoph Friedrich von Stälin;117202797;https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin;1;Stuttgart;Württembergische Landesbibliothek;1847;VON;lassberg-correspondent-0067;Stälin, Christoph Friedrich von;male;1805;Historiker,Bibliothekar;3;-;47.7,9.26666667;;;lassberg-place-0101;1847-01-12;;;;;;
lassberg-letter-2656;2942;Koblenz;Christian Wilhelm Sixt von Armin;117662585;https://lobid.org/gnd/117662585;;Weimar;Goethe- und Schillerarchiv;1847;AN;lassberg-correspondent-0066;Armin, Christian Wilhelm Sixt von;male;1784;Diplomat;-;-;50.35972222,7.59777778;;;lassberg-place-0081;1847-01-20;;;;;;
lassberg-letter-2657;2943;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;;Marbach am Neckar;Schiller Nationalmuseum;1847;AN;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;;;lassberg-place-0148;1847-01-21;;;;;;
lassberg-letter-2658;2944;Wien;Moritz von Dietrichstein;116113669;https://de.wikipedia.org/wiki/Moritz_von_Dietrichstein;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;AN;lassberg-correspondent-0312;Dietrichstein, Moritz von;male;1775;Gelehrter,Komponist,Bibliothekar,Militär,Theaterintendant;4;-;-;;;lassberg-place-0161;1847-02-09;;;;;;
lassberg-letter-2659;2945;Zürich;Gerold Ludwig Meyer von Knonau;100372724;https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar);;Dortmund;Stadt- und Landesbibliothek;1847;AN;lassberg-correspondent-0140;Meyer von Knonau, Gerold Ludwig;male;1804;Archivar,Geograf,Historiker;10;-;47.37444444,8.54111111;Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 246;-;lassberg-place-0166;1847-02-14;;;;;;
lassberg-letter-2660;1313;Meersburg;Gerold Ludwig Meyer von Knonau;100372724;https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar);14;Zürich;Zentralbibliothek;1847;VON;lassberg-correspondent-0140;Meyer von Knonau, Gerold Ludwig;male;1804;Archivar,Geograf,Historiker;10;-;47.7,9.26666667;Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 247;-;lassberg-place-0101;1847-02-25;;;;;;
lassberg-letter-2661;1314;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;15;Heidelberg;Universitätsbibliothek;1847;VON;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;Max Freiherr von Waldberg, Briefe von Jacob und Wilhelm Grimm, Karl Lachmann, Creuzer und Joseph von Lassberg an F.J. Mone. In: Neue Heidelberger Jahrbücher 7 (1897), S. 68-94 und 225-60. Betr. Lassberg 237-60, S. 248;https://digi.ub.uni-heidelberg.de/diglit/hdjb1897;lassberg-place-0101;1847-03-04;;;;;;
lassberg-letter-2662;1315;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;19;Heidelberg;Universitätsbibliothek;1847;VON;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;Max Freiherr von Waldberg, Briefe von Jacob und Wilhelm Grimm, Karl Lachmann, Creuzer und Joseph von Lassberg an F.J. Mone. In: Neue Heidelberger Jahrbücher 7 (1897), S. 68-94 und 225-60. Betr. Lassberg 237-60, S. 249;https://digi.ub.uni-heidelberg.de/diglit/hdjb1897;lassberg-place-0101;1847-03-11;;;;;;
lassberg-letter-2663;2946;Koblenz;Christian Wilhelm Sixt von Armin;117662585;https://lobid.org/gnd/117662585;;Weimar;Goethe- und Schillerarchiv;1847;AN;lassberg-correspondent-0066;Armin, Christian Wilhelm Sixt von;male;1784;Diplomat;-;-;50.35972222,7.59777778;;;lassberg-place-0081;1847-03-16;;;;;;
lassberg-letter-2664;1316;Meersburg;Jakob Oberndorfer;1053490984;-;79;Dortmund;Stadt- und Landesbibliothek;1847;VON;lassberg-correspondent-0174;Oberndorfer, Jakob;notKnown;-;-;-;-;47.7,9.26666667;;;lassberg-place-0101;1847-03-28;;;;;;
lassberg-letter-2665;1317;Meersburg;Gallus Morel;117143308;https://en.wikipedia.org/wiki/Gall_Morel;29;Einsiedeln;Stiftsbibliothek;1847;VON;lassberg-correspondent-0130;Morel, Gallus;male;1803;Katholischer Theologe,Bibliothekar,Philologe;3;-;47.7,9.26666667;;;lassberg-place-0101;1847-03-29;;;;;;
lassberg-letter-2666;2947;Koblenz;Christian Wilhelm Sixt von Armin;117662585;https://lobid.org/gnd/117662585;;Weimar;Goethe- und Schillerarchiv;1847;AN;lassberg-correspondent-0066;Armin, Christian Wilhelm Sixt von;male;1784;Diplomat;-;-;50.35972222,7.59777778;;;lassberg-place-0081;1847-04-06;;;;;;
lassberg-letter-2667;2948;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1847;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 149;https://books.google.de/books?id=XWY5AAAAMAAJ;lassberg-place-0025;1847-04-18;"Hochverehrtester Herr und Freund ! Die vorgerückte Frühlingszeit hat schon oft die Mahnung an mich gethan, meinen unvergeblichen Gönner und Freund auf der alten Meersburg heimzusuchen; allein neuerdings hat sich tiefer Schnee über den Gau gelagert, und alles scheint im Winterfroste erstarren zu sollen. Ich selbst trage eine tiefe Schmerzenswunde in meiner Seele; denn vor wenigen Wochen hat mir der Tod eines meiner Kinder entrissen. Wenn ich daher auch nicht über das Wasser steure, das uns von Ihnen trennt, kann ich doch nicht anders, als Ihnen wenigstens brieflich von dem Verluste, der uns betroffen hat, Anzeige zu geben. Unsere liebe, sinnige und kenntnißreiche Wilhelmine, die als Kind so freundliche Herberge in Eppishausen zu finden gewohnt war, lebt nicht mehr. Schon einige Jahre litt sie an einer scruphulösen Halsgeschwulst, welche allen angewandten Arzneimitteln zum Trotze stets zunahm, doch bei einer im übrigen guten Gesundheit auf dem Wege der Operation Heilung hoffen ließ. Das gute Kind unterzog sich der Operation auch mit wahrem Heldenmuthe; denn sie hatte sich für Übernahme einer Lehrstelle in der französischen Schweiz vorbereitet und dachte, sogleich nach geschehener Heilung dahin zu verreisen. Die Operation wurde in Heiden im Kanton Appenzell von einem Arzte vorgenommen, der schon mehrere Personen glücklich von demselben Übel befreit hatte. Auch giengen nach der Operation drei Wochen vorüber, ohne zu Besorgnissen Veranlaßung zu geben, als ein Fieber dazu kam, das am 26. März unerwartet zum Tode führte. Die Vereiterung soll bei der zellenartigen Beschaffenheit der Geschwulst durch den Hals durchgedrungen sein und in die Brusthöhle sich ergossen haben. Die Selige erwartet auf dem Friedhof in Heiden ihren Auferstehungstag. Wie sehr dieser Verlust uns Eltern und besonders auch Julchen schmerze, darf ich Ihnen nicht erst sagen. Wilhelmine war ja eine so gute und wohlgesinnte Tochter und Schwester und gegen alle Menschen so freundlich und theilnehmend, daß man sie schätzen und lieben mußte. Vor wenigen Tagen ist auch Botschaft gekommen, daß General von Inhof zu Stuttgart zu den Vätern lieimgegangen sei. Die drei Geschwister haben einander bald folgen müssen. Und unser Freund Vögeli in Zürich lebt zwar, sieht aber fast nichts mehr; denn seine Augennerven haben eine Art Lähmung erlitten, und dadurch ist auch zugleich seine geistige Kraft fast zur Unvermögenheit reduzirt. Alles traurige Berichte! Indessen, so war der Welt Lauf von jeher: das wußten die, welche der Macht des Schicksals unterlegen sind, und werden wir auch selbst erfahren, wenn wirs nicht sonst glauben möchten. Um so mehr wundert es mich aber, wie es Ihnen gehe und wünschte ich zu vernehmen, daß Sie noch munter und frisch sind. Wenn sie mir nicht schreiben, so werde ich persönlich Bericht holen, sobald ich einmal für einige Tage loskomme, was freilich vor Ablauf eines Monats schwer halten wird. Ihre lieblichen Kinder sind gewiß wieder um ein gutes Stück gewachsen, und in allen Geschicklichkeiten und Tugenden recht vorgeschritten; denn man sagte, daß die Mamma nun auch in der Fräulein Tante eine Gehülfin gwonnen habe, das Erziehungsgeschäft zu fördern. Auch die Poesie wird bei Fräulein Nette den Winter über sprossen und Blüthen getrieben haben; denn der Herbst war ja so gut und ergiebig, daß seine Wärme dem Frost keinen Zugang gestattet haben kann, der Geist des Frühlings also nicht gestört worden ist. Bis ich näheres darüber erfahre, denke ich es mir so und vergnüge mich an diesen Gedanken. Auch für mich war sanitarisch der Winter gut; allein die Studien giengen schlecht. Wohl half ich wacker mit, das Projekt der Kantonsschule zu zimmern, und wir erlangten dazu auch die Beistimmung der Souverain Representanten: Aber ob die vier Jahre keine Störung in die Ausführung bringen werden, ist noch eine unbeantwortete Frage. Von neuen Büchern erhielt ich Stähelins Wirtembergische Geschichte, las sie aber noch nicht; der Ballast, der mitgegeben wurde, ist auch gar zu groß, wenngleich interessant. Edlibachs Chronik, die ich früher in Ihrem Manuscripte gelesen und benutzt habe, brachte mir dagegen einige angenehme Stunden, vielleicht aus dem Grunde, weil ich dabei immer Herrn Vögeli als Mitherausgeber im Sinne hatte. Doch auch in der Bischofzellischen arca obsoleta, wie Sie das Stiftsarchiv oft zu bezeichnen pflegten, fand ich noch einige schätzenswerthe Sachen und anderes hoffe ich noch zu finden. Ich bedaure nur, daß ich in 6 Wochen die Registratur vollendet haben soll und doch noch ein so großes Stück Arbeit vor mir sehe. Es will mir bald scheinen, es sei wirklich wahr, daß man, je älter man werde, mit den Geschäften immer schwerer fertig mache. Auch das wird so sein müssen. Es wäre auch gar zu traurig, wenn man mit der Arbeit am Ende wäre und doch noch sich arbeitskräftig fühlte. Um über der Vorwelt die Gegenwart nicht zu vergessen, füge ich bei, daß Herr Dr. Scherb den Winter gut überstanden und gleichsam neue Lebenskräfte gewonnen hat. Die Rückkehr seines Sohnes August von der Universität scheint namentlich dazu beigetragen zu haben; denn er hat in demselben einen hoffnungsvollen Gehülfen und Kunstjünger gewonnen. Unsere Familien haben auch, was im früheren Winter nicht mehr regelmäßig geschehen konnte, die Sonntagsabende wieder gemeinschaftlich zugebracht. Manchmal haben wir uns auch recht lebhaft an Sie erinnert, besonders am Berchtoldstage. Ach, das war noch eine schöne, goldene Zeit! Wie manchen herrlichen Genuß gewährten Sie mir! Die Erinnerung daran wird lebenslang dankbar in meiner Seele haften. Möge Ihnen auch dafür Gott noch lange Ihr theures Leben fristen und mir Gelegenheit gewähren, Ihnen fortwährend zu beweisen, daß ich bin Ihr hochachtungsvoll ergebener Pupikofer. Bischofzell, 18. April 1847.";to_be_processed;;;;
lassberg-letter-2668;1318;Meersburg;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;41;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;47.7,9.26666667;;;lassberg-place-0101;1847-05-03;;;;;;
lassberg-letter-2669;1319;Meersburg;Karl Egon III. zu Fürstenberg;118694154;https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg;44;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;VON;lassberg-correspondent-0250;Fürstenberg, Karl Egon zu;male;1820;General;-;-;47.7,9.26666667;;;lassberg-place-0101;1847-05-04;;;;;;
lassberg-letter-2670;1320;Meersburg;Friedrich Carl von und zu Brenken;116484985;https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken;45;Erpernburg;Archiv der Freiherren von und zu Brenken;1847;VON;lassberg-correspondent-0113;Brenken, Friedrich Karl Dominik von und zu;male;1790;Politiker;-;-;47.7,9.26666667;Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 7;https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf;lassberg-place-0101;1847-05-06;;;;;;
lassberg-letter-2671;1321;Meersburg;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;47;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;47.7,9.26666667;Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von Laßberg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 14;https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104;lassberg-place-0101;1847-05-10;;;;;;
lassberg-letter-2672;1322;Meersburg;Friedrich Carl von und zu Brenken;116484985;https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken;49;Erpernburg;Archiv der Freiherren von und zu Brenken;1847;VON;lassberg-correspondent-0113;Brenken, Friedrich Karl Dominik von und zu;male;1790;Politiker;-;-;47.7,9.26666667;Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 73;https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf;lassberg-place-0101;1847-05-15;;;;;;
lassberg-letter-2673;1323;Meersburg;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;58;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;47.7,9.26666667;Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von Laßberg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 15;https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104;lassberg-place-0101;1847-06-07;;;;;;
lassberg-letter-2674;2949;Zürich;Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1847;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;47.37444444,8.54111111;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 19;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0166;1847-06-12;;;;;;
lassberg-letter-2675;1324;Meersburg;Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;63;Trogen;Kantonsbibliothek Appenzell A.Rh.;1847;VON;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;47.7,9.26666667;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 191;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0101;1847-06-14;;;;;;
lassberg-letter-2676;1325;Meersburg;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;70;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;47.7,9.26666667;;;lassberg-place-0101;1847-06-19;;;;;;
lassberg-letter-2677;1326;Meersburg;Badisches Bezirksamt Meersburg;-;https://de.wikipedia.org/wiki/Bezirksamt_Meersburg;75;Karlsruhe;Badische Landesbibliothek;1847;VON;lassberg-correspondent-0035;-;-;-;-;-;-;47.7,9.26666667;;;lassberg-place-0101;1847-06-26;;;;;;
lassberg-letter-2678;2950;Trogen (Appenzell Ausserrhoden);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1847;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;;;lassberg-place-0150;1847-06-28;;;;;;
lassberg-letter-2679;2951;Trogen (Appenzell Ausserrhoden);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1847;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 193;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0150;1847-06-28;;;;;;
lassberg-letter-2680;1327;Unbekannt;Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;179;Trogen;Kantonsbibliothek Appenzell A.Rh.;1847;VON;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 194;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0152;1847-07-01;;;;;;
lassberg-letter-2681;1328;Meersburg;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;92;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;47.7,9.26666667;Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von Laßberg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 17-20;https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104;lassberg-place-0101;1847-08-04;;;;;;
lassberg-letter-2682;1329;Meersburg;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;95;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1847;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;47.7,9.26666667;Albert Leitzmann, Briefe des Freiherrn Joseph von Laßberg an Jakob Grimm. In: Sitzungsberichte der Preußischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1098;-;lassberg-place-0101;1847-08-09;;;;;;
lassberg-letter-2683;1330;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;103;Heidelberg;Universitätsbibliothek;1847;VON;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;Max Freiherr von Waldberg, Briefe von Jacob und Wilhelm Grimm, Karl Lachmann, Creuzer und Joseph von Lassberg an F.J. Mone. In: Neue Heidelberger Jahrbücher 7 (1897), S. 68-94 und 225-60. Betr. Lassberg 237-60, S. 25;https://digi.ub.uni-heidelberg.de/diglit/hdjb1897;lassberg-place-0101;1847-08-16;;;;;;
lassberg-letter-2684;2952;Trogen (Appenzell Ausserrhoden);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1847;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;;;lassberg-place-0150;1847-08-18;;;;;;
lassberg-letter-2685;2953;Koblenz;Christian Wilhelm Sixt von Armin;117662585;https://lobid.org/gnd/117662585;;Weimar;Goethe- und Schillerarchiv;1847;AN;lassberg-correspondent-0066;Armin, Christian Wilhelm Sixt von;male;1784;Diplomat;-;-;50.35972222,7.59777778;;;lassberg-place-0081;1847-08-20;;;;;;
lassberg-letter-2686;1332;Meersburg;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;111;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1847;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;47.7,9.26666667;Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von Laßberg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 2;https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104;lassberg-place-0101;1847-08-25;;;;;;
lassberg-letter-2687;2954;Ansbach;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1847;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;49.3,10.58333333;;;lassberg-place-0006;1847-09-01;;;;;;
