Nummer,Datum,Ort,Name_voll,GND,Wiki,Journalnummer,Aufbewahrungsort,Aufbewahrungsinstitution,Jahr,VON/AN,person_id,name_gnd,gender_gnd,birth_gnd,occupations_gnd,publications_gnd,degrees_gnd,coordinates_wiki,text,url,place_id
842,23.04.,Sigmaringen,Ignaz Heinrich von Wessenberg,118631764,https://de.wikipedia.org/wiki/Ignaz_Heinrich_von_Wessenberg,?,,,1833,VON,lassberg-correspondent-0168,"Wessenberg, Ignaz Heinrich von",male,1774,"Schriftsteller,Bischof,Katholischer Theologe,Generalvikar",9,-,"48.08666667,9.21638889","Wilhelm Schirmer, Aus dem Briefwechsel J. H. von Wessenbergs weil. Verwesers des Bistums Konstanz. Konstanz 1912, S. 182/t",-,lassberg-place-0136
843,05.05.,Eppishausen,Johann Leonhard Hug,118707884,https://de.wikipedia.org/wiki/Johann_Leonhard_Hug,88,Karlsruhe,Badische Landesbibliothek,1833,VON,lassberg-correspondent-0206,"Hug, Johann Leonhard",male,1765,"Katholischer Theologe,Orientalist,Alttestamentler,Hochschullehrer,Priester",9,Prof. Dr. theol.,"48.16666667,10.51666667",,,lassberg-place-0043
844,19.05.,Eppishausen,Johann Kaspar MÃƒÂ¶rikofer,11708820X,https://de.wikipedia.org/wiki/Johann_Kaspar_M%C3%B6rikofer,96,ZÃƒÂ¼rich,Zentralbibliothek,1833,VON,lassberg-correspondent-0205,"MÃƒÂ¶rikofer, Johann Caspar",male,1799,"PÃƒÂ¤dagoge,Historiker",6,-,"48.16666667,10.51666667",,,lassberg-place-0043
845,24.05.,Eppishausen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,,St.Gallen,BischÃƒÂ¶fliches Archiv,1833,VON,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"48.16666667,10.51666667",,,lassberg-place-0043
846,14.06.,Eppishausen,Johann Nepomuk Bodent,-,-,110,Wolfegg,FÃƒÂ¼rstlich von Waldburg-WolfeggÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“sches Gesamtarchiv,1833,VON,lassberg-correspondent-0213,-,-,-,-,-,-,"48.16666667,10.51666667",,,lassberg-place-0043
847,23.06.,Eppishausen,Johann Nepomuk Bodent,-,-,114,Wolfegg,FÃƒÂ¼rstlich von Waldburg-WolfeggÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“sches Gesamtarchiv,1833,VON,lassberg-correspondent-0213,-,-,-,-,-,-,"48.16666667,10.51666667",,,lassberg-place-0043
848,30.06.,Eppishausen,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,7?,Basel,Staatsarchiv des Kantons Basel-Stadt,1833,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,"48.16666667,10.51666667","Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 92-95/t",-,lassberg-place-0043
849,09.07.,Eppishausen,Johann Nepomuk Bodent,-,-,124,Wolfegg,FÃƒÂ¼rstlich von Waldburg-WolfeggÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“sches Gesamtarchiv,1833,VON,lassberg-correspondent-0213,-,-,-,-,-,-,"48.16666667,10.51666667",,,lassberg-place-0043
850,12.08.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,147,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1833,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
851,13.08.,Eppishausen,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,147,Basel,Staatsarchiv des Kantons Basel-Stadt,1833,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,"48.16666667,10.51666667","Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 95-98",-,lassberg-place-0043
852,14.08.,Eppishausen,Friedrich von Waldburg-Wolfegg-Waldsee,1018639683,https://de.wikipedia.org/wiki/Friedrich_von_Waldburg-Wolfegg-Waldsee,148,Wolfegg,FÃƒÂ¼rstlich von Waldburg-WolfeggÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“sches Gesamtarchiv,1833,VON,lassberg-correspondent-0125,"Waldburg-Wolfegg-Waldsee, Friedrich von",male,1808,Standesherr,-,-,"48.16666667,10.51666667",,,lassberg-place-0043
853,21.08.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,154,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1833,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
854,26.09.,Eppishausen,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,,Basel,Staatsarchiv des Kantons Basel-Stadt,1833,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,"48.16666667,10.51666667","Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 99",-,lassberg-place-0043
855,22.10.,Eppishausen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,,St.Gallen,BischÃƒÂ¶fliches Archiv,1833,VON,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"48.16666667,10.51666667","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 131",https://www.digishelf.de/piresolver?id=bsz408032952,lassberg-place-0043
856,06.11.,Eppishausen,Vorsteher der Gemeinde Erlen,-,-,182,Karlsruhe,Badische Landesbibliothek,1833,VON,lassberg-correspondent-0356,-,-,-,-,-,-,"48.16666667,10.51666667",,,lassberg-place-0043
857,10.12.,Eppishausen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,200,St.Gallen,Stiftsbibliothek,1833,VON,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"48.16666667,10.51666667","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 135",https://www.digishelf.de/piresolver?id=bsz408032952,lassberg-place-0043
858,17.12.,Eppishausen,Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,204,Trogen,Kantonsbibliothek Appenzell A.Rh.,1833,VON,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,"48.16666667,10.51666667",,,lassberg-place-0043
859,21.01.,Eppishausen,Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,12,Trogen,Kantonsbibliothek Appenzell A.Rh.,1834,VON,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,"48.16666667,10.51666667","Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 16",https://books.google.de/books?id=KIHHQBvr1nkC,lassberg-place-0043
860,20.02.,Eppishausen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,,St.Gallen,BischÃƒÂ¶fliches Archiv,1834,VON,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"48.16666667,10.51666667","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 142",https://www.digishelf.de/piresolver?id=bsz408032952,lassberg-place-0043
861,08.03.,Eppishausen,Johann Heinrich Tanner,1060060795,https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner,50,Aarau,Staatsarchiv,1834,VON,lassberg-correspondent-0201,"Tanner, Johann Heinrich",male,1799,"Textilhandel,Politiker",-,-,"48.16666667,10.51666667","Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von LaÃƒÅ¸berg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 146/R",https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60,lassberg-place-0043
862,21.03.,Eppishausen,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,56,Basel,Staatsarchiv des Kantons Basel-Stadt,1834,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,"48.16666667,10.51666667","Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 101",-,lassberg-place-0043
863,27.04.,Eppishausen,Gustav Schwab,118762745,https://de.wikipedia.org/wiki/Gustav_Schwab,75,TÃƒÂ¼bingen,UniversitÃƒÂ¤tsbibliothek,1834,VON,lassberg-correspondent-0145,"Schwab, Gustav",male,1792,"Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker",8,Prof. Dr. theol. h.c.,"48.16666667,10.51666667",,,lassberg-place-0043
864,28.04.,Eppishausen,Ludwig Uhland,118625063,https://de.wikipedia.org/wiki/Ludwig_Uhland,78,Marbach am Neckar,Schiller Nationalmuseum,1834,VON,lassberg-correspondent-0288,"Uhland, Ludwig",male,1787,"Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller",8,Dr.,"48.16666667,10.51666667","Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃƒÅ¸berg und Ludwig Uhland. Wien 1870, S. 221-24",https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1,lassberg-place-0043
865,01.05.,Eppishausen,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,177,Basel,Staatsarchiv des Kantons Basel-Stadt,1834,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,"48.16666667,10.51666667","Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 103",-,lassberg-place-0043
866,15.05.,Eppishausen,Ludwig Stantz,1059654679,https://de.wikipedia.org/wiki/Ludwig_Stantz,,Karlsruhe,Badische Landesbibliothek,1834,VON,lassberg-correspondent-0287,"Stantz, Ludwig",male,1801,-,-,-,"48.16666667,10.51666667",,,lassberg-place-0043
867,05.06.,Eppishausen,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,97,Basel,Staatsarchiv des Kantons Basel-Stadt,1834,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,"48.16666667,10.51666667","Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 104",-,lassberg-place-0043
868,16.06.,Eppishausen,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,106,Basel,Staatsarchiv des Kantons Basel-Stadt,1834,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,"48.16666667,10.51666667","Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 106",-,lassberg-place-0043
869,27.06.,Eppishausen,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,112,Basel,Staatsarchiv des Kantons Basel-Stadt,1834,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,"48.16666667,10.51666667","Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 108",-,lassberg-place-0043
870,21.09.,RÃƒÂ¼schhaus,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1834,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,-,,,lassberg-place-0120
871,27.09.,RÃƒÂ¼schhaus,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1834,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,-,,,lassberg-place-0120
872,04.10.,RÃƒÂ¼schhaus,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1834,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,-,,,lassberg-place-0120
873,18.10.,HÃƒÂ¼lshoff,Friedrich Carl von und zu Brenken,116484985,https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken,,Erpernburg,Archiv der Freiherren von und zu Brenken,1834,VON,lassberg-correspondent-0113,"Brenken, Friedrich Karl Dominik von und zu",male,1790,Politiker,-,-,-,"Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 63",https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf,lassberg-place-0061
874,18.10.,HÃƒÂ¼lshoff,Karl Freiherr von Gaugreben,-,-,,Bruchhausen,Archiv der Freiherren von FÃƒÂ¼rstenberg,1834,VON,lassberg-correspondent-0254,-,-,-,-,-,-,-,,,lassberg-place-0061
875,04.03.,Unbekannt,Wilhelm Wackernagel,118805851,https://de.wikipedia.org/wiki/Wilhelm_Wackernagel,22,Basel,Staatsarchiv des Kantons Basel-Stadt,1835,VON,lassberg-correspondent-0367,"Wackernagel, Wilhelm",male,1806,"Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller",9,Prof.,-,"Wackernagel: Albert Leitzmann, Briefe aus dem NachlaÃƒÅ¸ Wilhelm Wackernagels. VI.: Briefe von Joseph von LaÃƒÅ¸berg. In: Abhandlungen der phil.-hist. Klasse der Kgl. SÃƒÂ¤chsischen Gesellschaft der Wissenschaften 34,1. Leipzig 1916, S. 92-130, S. 110-13",-,lassberg-place-0152
876,05.03.,Unbekannt,Johann Kaspar MÃƒÂ¶rikofer,11708820X,https://de.wikipedia.org/wiki/Johann_Kaspar_M%C3%B6rikofer,24,ZÃƒÂ¼rich,Zentralbibliothek,1835,VON,lassberg-correspondent-0205,"MÃƒÂ¶rikofer, Johann Caspar",male,1799,"PÃƒÂ¤dagoge,Historiker",6,-,-,,,lassberg-place-0152
877,14.03.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,29,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1835,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
878,17.03.,Eppishausen,Franz Becker,11610290X,-,32,Karlsruhe,Badische Landesbibliothek,1835,VON,lassberg-correspondent-0094,"Becker, Franz",male,1798,"Prediger,Theologe",-,-,"48.16666667,10.51666667",,,lassberg-place-0043
879,01.06.,Unbekannt,Werner von Haxthausen,119419173,https://de.wikipedia.org/wiki/Werner_von_Haxthausen,56,Berlin,Staatsbibliothek Preussischer Kulturbesitz,1835,VON,lassberg-correspondent-0359,"Haxthausen, Werner von",male,1780,"Schriftsteller,Politiker",2,-,-,,,lassberg-place-0152
880,20.07.,Unbekannt,Johann Heinrich Tanner,1060060795,https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner,62,Aarau,Staatsarchiv,1835,VON,lassberg-correspondent-0201,"Tanner, Johann Heinrich",male,1799,"Textilhandel,Politiker",-,-,-,"Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von LaÃƒÅ¸berg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 136/t",https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60,lassberg-place-0152
881,08.10.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,78,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1835,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
882,17.10.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,,Luzern,Staatsarchiv,1835,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
883,06.11.,Eppishausen,Friedrich Heinrich Bothe,100051960,https://www.deutsche-biographie.de/sfz5411.html,85,Dortmund,Stadt- und Landesbibliothek,1835,VON,lassberg-correspondent-0118,"Bothe, Friedrich Heinrich",male,1771,"Schriftsteller,ÃƒÅ“bersetzer,Klassischer Philologe",10,-,"48.16666667,10.51666667",,,lassberg-place-0043
884,15.11.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,91,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1835,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
885,18.11.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,92,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1835,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
886,27.11.,Eppishausen,Johann Daniel Wilhelm Hartmann,10058019X,https://de.wikipedia.org/wiki/Johann_Daniel_Wilhelm_Hartmann,101,St.Gallen,Kantonsbibliothek,1835,VON,lassberg-correspondent-0196,"Hartmann, Wilhelm",male,1793,KÃƒÂ¼nstler,1,-,"48.16666667,10.51666667",,,lassberg-place-0043
887,07.12.,Eppishausen,Johann Daniel Wilhelm Hartmann,10058019X,https://de.wikipedia.org/wiki/Johann_Daniel_Wilhelm_Hartmann,106,St.Gallen,Kantonsbibliothek,1835,VON,lassberg-correspondent-0196,"Hartmann, Wilhelm",male,1793,KÃƒÂ¼nstler,1,-,"48.16666667,10.51666667",,,lassberg-place-0043
888,01.01.,Eppishausen,Johann Adam Pupikofer,11565108X,https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer,1,Winterthur,Stadtbibliothek,1836,VON,lassberg-correspondent-0179,"Pupikofer, Johann Adam",male,1797,"Pfarrer,Archivar,Historiker,Bibliothekar",8,-,"48.16666667,10.51666667","Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 273",https://books.google.de/books?id=dXkKAAAAIAAJ,lassberg-place-0043
889,10.02.,Eppishausen,Carl Gustav Abel,116001410,-,29,Karlsruhe,Badische Landesbibliothek,1836,VON,lassberg-correspondent-0054,"Abel, Gustav",male,1798,-,-,-,"48.16666667,10.51666667",,,lassberg-place-0043
890,22.02.,Eppishausen,Johann Leonhard Hug,118707884,https://de.wikipedia.org/wiki/Johann_Leonhard_Hug,21,Karlsruhe,Badische Landesbibliothek,1836,VON,lassberg-correspondent-0206,"Hug, Johann Leonhard",male,1765,"Katholischer Theologe,Orientalist,Alttestamentler,Hochschullehrer,Priester",9,Prof. Dr. theol.,"48.16666667,10.51666667",,,lassberg-place-0043
891,25.02.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,29,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1836,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
892,04.03.,Eppishausen,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,45,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1836,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"48.16666667,10.51666667",,,lassberg-place-0043
893,08.03.,Eppishausen,Maria Emilia (Emma) GrÃƒÂ¤fin von Thurn-Valsassina,-,-,,Bruchhausen,Archiv der Freiherren von FÃƒÂ¼rstenberg,1836,VON,lassberg-correspondent-0295,-,-,-,-,-,-,"48.16666667,10.51666667",,,lassberg-place-0043
894,10.03.,Eppishausen,Ludwig Uhland,118625063,https://de.wikipedia.org/wiki/Ludwig_Uhland,54,Marbach am Neckar,Schiller Nationalmuseum,1836,VON,lassberg-correspondent-0288,"Uhland, Ludwig",male,1787,"Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller",8,Dr.,"48.16666667,10.51666667","Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃƒÅ¸berg und Ludwig Uhland. Wien 1870, S. 227",https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1,lassberg-place-0043
895,17.03.,Eppishausen,Friedrich Carl von und zu Brenken,116484985,https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken,65,Erpernburg,Archiv der Freiherren von und zu Brenken,1836,VON,lassberg-correspondent-0113,"Brenken, Friedrich Karl Dominik von und zu",male,1790,Politiker,-,-,"48.16666667,10.51666667","Volker Schupp, Unbekannte Briefe des Reichsfreiherrn Joseph von LaÃƒÅ¸berg an Friedrich Carl Freiherrn von und zu Brenken. In: WZ 128(1978), S. 119-59. Ebenso in: Badische Heimat 58 (1978), S. 397-427, S. 129",https://www.lwl.org/westfaelische-geschichte/txt/wz-9494.pdf,lassberg-place-0043
